p_felony_count_person,p_misdem_count_person,p_charge_violent,p_current_age,p_age_first_offense,p_juv_fel_count,p_felprop_violarrest,p_murder_arrest,p_felassault_arrest,p_misdemassault_arrest,p_famviol_arrest,p_sex_arrest,p_weapons_arrest,p_n_on_probation,p_current_on_probation,p_prob_revoke,p_charge,p_arrest,p_jail30,p_prison30,p_prison,p_probation,recid
1,5,1,40,19,0,0,0,0,0,0,0,0,0,0,1,7,7,0,3,3,1,0
0,1,0,33,29,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
8,11,2,62,35,0,0,0,0,0,0,2,0,1,0,0,19,21,0,0,0,1,0
0,1,1,30,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,7,0,36,34,0,0,0,0,0,0,0,0,7,0,0,9,7,0,0,0,1,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,2,35,18,0,1,0,0,0,0,0,0,0,0,0,10,15,0,0,0,1,1
0,2,0,32,21,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
0,2,0,54,44,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2,0,0,22,19,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0
1,1,1,22,22,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,2,21,17,0,0,0,0,1,0,0,0,0,NA,0,9,1,0,0,0,0,1
5,2,1,34,17,3,1,0,0,0,0,0,2,1,0,0,7,16,0,2,2,2,1
1,10,0,24,20,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0
4,0,2,30,29,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
0,1,0,30,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,2,1,38,29,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,2,0
0,4,0,33,18,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,1,1
0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,53,32,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,2,29,22,0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,0,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,34,30,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
6,8,6,49,32,0,0,0,2,3,0,0,0,1,0,0,14,14,0,0,0,4,0
2,2,1,56,44,0,0,0,0,1,0,0,0,0,0,0,4,5,1,1,1,0,0
0,4,2,21,18,0,0,0,0,2,0,0,0,0,0,0,4,3,0,0,0,0,1
0,4,2,22,18,0,0,0,0,2,0,0,0,0,0,0,4,3,0,0,0,0,1
0,9,4,31,26,0,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,0,0
4,4,4,49,22,0,3,0,0,1,0,0,0,0,0,0,9,17,0,0,0,5,1
4,0,4,27,22,0,0,0,1,0,0,0,0,0,0,0,4,4,1,1,1,0,0
30,17,13,57,23,0,6,2,4,0,0,1,2,0,0,0,48,64,2,8,9,0,0
3,7,3,23,15,0,1,0,1,1,0,0,0,5,1,0,11,13,0,0,0,2,1
0,0,0,52,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,1,1,31,26,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1
1,0,1,37,37,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
7,4,5,40,21,0,3,0,1,0,0,0,0,2,0,0,11,23,0,1,1,3,1
21,12,5,42,17,2,3,0,2,0,0,0,3,4,0,1,35,49,0,6,6,6,0
2,11,0,40,19,0,0,0,0,0,0,0,1,0,0,0,13,9,0,0,0,1,1
0,1,0,20,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3,1,1,47,18,0,1,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0
0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,22,16,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,19,18,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1
2,2,4,29,27,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0
0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,34,33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,5,21,19,0,4,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,1
0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,21,19,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
2,11,3,36,23,0,0,0,0,2,0,0,0,0,0,0,14,18,0,0,0,1,1
0,2,0,24,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
3,3,1,22,18,0,1,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0
0,1,0,22,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,43,41,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,2,0,44,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,47,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,51,51,0,0,0,0,1,0,0,0,0,NA,0,2,1,0,0,0,0,1
0,1,0,19,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,0,32,25,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0
2,1,1,24,23,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,2,0,24,24,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
8,19,0,27,18,0,0,0,0,0,0,0,1,3,1,0,27,55,0,3,3,2,1
1,0,1,37,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,24,18,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0
0,1,1,46,31,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,2,1,31,20,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,48,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,23,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
5,15,3,32,21,0,0,0,1,0,0,0,0,0,1,0,20,22,0,0,0,1,1
2,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,25,25,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0,23,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5,0,4,18,16,5,4,0,0,0,0,0,0,0,NA,0,6,5,0,0,0,0,1
9,26,5,36,14,2,2,0,1,1,0,0,0,2,1,0,36,43,0,4,4,3,1
0,1,0,22,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,28,20,0,0,0,0,0,0,0,0,0,NA,0,5,7,0,0,0,0,1
0,0,0,60,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,0
13,11,16,47,45,0,10,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,1
1,2,1,23,22,0,0,0,0,0,0,0,0,1,1,0,3,8,0,0,0,1,1
3,2,2,29,20,0,0,0,1,0,0,0,0,0,0,0,5,7,0,0,0,0,1
5,4,4,20,19,0,0,0,2,2,0,0,0,0,0,0,9,8,0,0,0,0,0
0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,10,7,53,24,0,1,0,4,1,0,1,6,0,0,0,35,38,1,7,8,0,0
1,2,1,23,16,1,0,0,1,0,0,0,0,0,0,0,3,8,0,0,0,3,0
0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,51,51,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
11,5,7,48,21,0,4,0,2,0,0,0,0,0,0,1,16,21,0,3,3,0,0
5,19,0,31,18,0,0,0,0,0,0,0,0,4,0,0,24,49,0,1,1,3,1
0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,35,34,0,2,0,0,0,0,0,0,2,NA,0,3,4,0,0,0,0,0
3,12,1,32,17,0,1,0,0,0,0,0,0,0,0,0,15,29,0,1,1,1,0
4,7,0,27,24,0,0,0,0,0,0,0,0,0,NA,0,11,21,0,0,0,0,1
0,1,1,33,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,1
0,0,0,46,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,44,33,0,0,0,0,0,0,0,1,0,NA,0,3,3,0,0,0,0,1
0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,22,22,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,50,36,0,1,0,0,0,0,0,0,0,0,0,3,8,0,0,0,1,1
0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,0,22,17,0,0,0,0,0,0,0,0,1,1,0,6,5,0,0,0,1,0
2,2,0,40,33,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
0,1,0,21,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,10,2,35,18,0,0,0,1,1,0,0,0,0,0,0,15,25,0,1,1,0,0
6,5,1,60,42,0,0,0,0,1,0,0,0,2,0,0,11,17,0,0,0,2,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,6,29,29,0,3,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0
0,3,1,22,18,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,1
8,2,7,22,16,8,4,0,1,0,0,0,0,0,0,0,10,8,0,0,0,0,1
3,1,1,27,23,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,1,1,0
7,2,3,25,20,0,3,0,0,0,0,0,0,2,0,0,9,18,1,1,1,2,1
15,7,3,47,23,0,0,0,0,0,0,3,0,0,0,0,24,16,0,2,2,2,1
3,1,3,30,19,0,3,0,0,0,0,0,0,1,0,1,4,6,0,1,1,2,0
9,16,0,38,19,0,0,0,0,0,0,0,0,0,0,0,25,49,0,0,0,0,0
0,3,1,22,21,0,0,0,0,1,0,0,1,0,NA,0,3,2,0,0,0,0,1
4,6,8,41,18,0,1,0,2,3,0,0,0,6,0,0,12,10,0,0,0,1,0
20,12,8,54,25,0,0,0,1,1,0,0,0,2,0,0,32,26,0,8,8,1,0
7,9,4,38,17,2,0,0,1,0,0,0,0,0,0,0,16,20,0,4,4,2,0
3,0,2,39,38,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0
2,6,3,51,33,0,0,0,1,2,0,0,0,0,0,0,8,7,1,1,1,1,0
0,2,0,24,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,27,8,35,18,0,2,0,0,2,0,0,0,9,NA,0,34,52,0,1,1,0,1
0,1,1,29,27,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,4,1,36,31,0,0,0,0,1,0,0,0,0,0,0,4,8,0,0,0,0,1
0,0,0,32,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,48,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,49,43,0,0,0,0,0,0,0,1,0,0,0,6,10,0,0,0,1,1
1,0,0,50,41,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,2,0,27,20,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0
3,8,1,25,20,0,0,1,0,0,0,0,0,0,NA,0,11,19,0,0,0,0,1
0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,23,22,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
0,1,0,32,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,0,25,23,0,0,0,0,0,0,0,0,0,NA,0,2,6,0,0,0,0,0
3,3,2,33,28,0,1,0,0,0,0,0,0,0,NA,0,6,6,0,0,0,0,1
1,1,2,43,43,0,0,0,1,1,0,0,0,0,NA,0,2,2,0,0,0,0,1
0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0,21,20,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1
0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,2,23,19,0,0,0,0,1,0,0,1,0,0,0,6,5,0,0,0,1,1
1,1,0,42,25,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0
0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,6,23,13,0,5,0,1,0,0,0,0,9,NA,0,21,38,0,0,0,0,0
12,9,6,24,13,0,5,0,1,0,0,0,0,9,NA,0,21,38,0,0,0,0,0
0,1,1,24,20,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1
0,2,0,34,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4,1,3,17,15,4,2,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0
0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,37,30,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,5,31,17,0,2,0,1,1,0,0,0,0,0,0,18,13,0,2,2,0,0
1,7,0,36,28,0,0,0,0,0,0,0,0,0,0,0,8,8,0,2,2,0,0
0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,0,28,18,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0
7,17,3,50,30,0,2,0,0,0,0,0,0,13,NA,0,26,37,0,0,0,0,0
0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,34,18,0,0,0,0,0,0,0,0,0,0,0,5,6,0,2,2,0,0
0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,4,27,20,0,0,0,1,2,0,0,0,0,0,0,8,9,0,0,0,0,1
1,0,1,20,19,0,1,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,1
3,0,1,41,39,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,21,20,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
4,0,2,19,19,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
6,0,3,19,19,0,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0
0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,3,22,18,0,0,0,0,1,0,0,0,1,NA,0,9,5,0,0,0,0,1
0,2,0,23,18,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
16,21,3,37,18,0,0,0,3,0,0,0,1,2,NA,0,37,38,0,5,5,0,1
4,11,0,54,51,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,2,1
0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,29,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,5,2,44,20,0,1,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0
3,1,0,41,40,0,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,1,0
5,5,7,49,23,0,0,0,1,1,0,1,0,3,NA,NA,10,8,0,0,0,0,1
1,1,0,19,17,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
0,2,0,45,33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,2,19,19,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
8,4,0,25,19,0,0,0,0,0,0,0,3,0,0,0,12,14,0,2,2,0,0
1,3,0,38,37,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,2,0,0
0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,43,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,22,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,32,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,32,25,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,2,0
0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,1,30,25,0,1,0,0,0,0,0,0,0,0,0,16,15,0,0,0,1,1
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,21,20,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0
1,2,0,49,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6,3,36,24,0,2,0,0,0,0,0,0,0,NA,0,9,7,0,0,0,0,1
12,28,4,27,19,0,3,0,0,1,0,0,0,7,0,0,40,46,0,0,0,3,1
0,1,1,22,21,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1,1,0,36,34,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
0,2,0,31,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,9,0,30,18,0,0,0,0,0,0,0,0,2,0,0,19,45,0,2,2,3,1
0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,5,32,24,0,3,0,1,0,0,0,0,0,0,0,15,15,1,2,2,0,0
4,1,2,37,20,0,1,0,0,0,0,0,0,0,0,0,5,11,0,1,1,0,0
0,0,0,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,40,30,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1,10,1,27,23,0,0,0,0,1,0,0,0,0,0,0,11,16,0,0,0,0,0
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,19,16,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,1,0,29,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1,1,1,27,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
8,8,9,33,18,0,3,0,1,3,0,0,2,0,0,0,16,23,1,1,1,0,1
2,1,3,47,45,0,2,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,29,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,29,19,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,1
3,7,1,30,19,0,1,0,0,0,0,0,0,0,NA,0,10,6,0,0,0,0,1
2,13,6,46,41,0,0,0,2,4,0,0,0,11,0,0,15,11,0,0,0,2,0
0,4,1,29,25,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1
7,1,6,56,28,0,6,0,0,0,0,0,1,1,0,0,8,7,0,3,3,2,1
0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,28,24,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,0
7,0,1,27,26,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,3,30,23,0,1,0,0,0,0,0,0,0,0,0,9,15,0,0,0,1,0
5,4,1,40,16,1,1,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,2,21,21,0,2,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
7,6,4,45,24,0,3,0,1,0,0,0,0,0,0,0,13,16,0,0,0,1,0
3,4,2,32,20,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,21,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2,1,1,20,18,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,1
6,1,1,45,44,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,35,2,38,18,0,0,0,0,1,0,0,0,10,NA,0,53,75,0,0,0,0,0
1,2,1,50,38,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0
0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,4,46,41,0,0,0,1,3,0,0,0,0,0,0,6,5,0,0,0,0,0
1,3,2,34,20,0,0,0,1,1,0,0,0,0,0,0,4,5,0,0,0,1,1
1,5,3,34,20,0,0,0,1,2,0,0,0,0,0,0,6,6,0,0,0,1,0
0,2,0,47,24,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1
4,0,1,18,18,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
0,2,0,36,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4,17,3,46,17,2,1,0,0,0,0,0,0,1,0,0,25,29,0,0,0,5,0
0,5,1,56,43,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,2,0
6,5,1,29,18,0,1,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0
0,0,0,36,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,3,22,22,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0
0,2,0,20,20,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
11,15,3,29,18,0,0,2,1,0,0,0,2,4,0,0,26,50,0,0,0,2,0
0,0,0,26,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,14,4,30,19,0,3,0,0,0,0,0,0,12,0,1,25,61,1,2,2,8,1
