age_at_current_charge,age_at_first_charge,p_charges,p_incarceration,p_probation,p_juv_fel_count,p_felprop_viol,p_murder,p_felassault,p_misdeassault,p_famviol,p_sex_offense,p_weapon,p_fta_two_year,p_fta_two_year_plus,current_violence,current_violence20,p_pending_charge,p_felony,p_misdemeanor,p_violence,total_convictions,p_arrest,p_property,p_traffic,p_drug,p_dui,p_domestic,p_stalking,p_voyeurism,p_fraud,p_stealing,p_trespass,six_month,one_year,three_year,five_year,sex,general_two_year
27,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26,21,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,7,1,2,2,3,5,1,0,8,0,0,0,0,0,1,0,1,1,1,1,1,0
22,17,29,1,5,0,0,0,1,0,0,0,0,1,0,0,0,12,3,14,3,17,19,3,0,7,1,0,0,0,0,3,1,1,1,1,1,1,1
30,19,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,19,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
56,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
50,23,17,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,4,4,1,8,11,0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,1
33,21,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,5,6,1,0,4,0,0,0,0,0,0,1,1,1,1,1,1,0
19,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0
27,18,16,0,3,0,0,0,0,1,0,0,0,0,0,0,0,6,3,6,1,9,10,0,0,11,0,0,0,0,0,0,0,0,0,1,1,1,0
25,25,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
33,22,5,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,1,3,4,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0
42,31,5,0,2,0,0,0,0,3,0,0,0,0,0,1,0,4,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,30,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
20,20,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
20,20,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
32,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
28,28,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,2,1,3,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1
25,22,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
19,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0
24,18,32,1,1,0,3,0,1,0,0,0,0,0,0,0,0,28,10,15,4,25,13,3,1,11,3,0,0,0,0,3,0,1,1,1,1,1,0
26,19,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,3,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
24,20,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
29,18,9,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,4,0,5,6,2,0,0,0,0,0,0,0,1,2,0,1,1,1,1,0
28,28,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
52,22,8,0,1,0,0,0,0,1,0,5,0,0,0,1,0,0,2,0,5,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
46,44,9,1,0,0,1,0,0,0,0,0,0,3,0,1,0,5,0,4,1,4,3,2,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1
19,18,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,2,1,4,1,2,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1
20,15,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19,18,22,1,0,0,7,0,0,0,0,0,0,0,0,1,1,14,10,1,6,11,6,15,0,0,0,0,0,0,0,13,8,0,0,1,1,1,0
32,16,30,1,4,0,3,0,0,0,0,0,0,0,0,1,0,18,5,12,3,17,23,5,0,2,0,0,0,0,0,5,1,0,0,1,1,1,1
27,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,21,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,1,0,4,4,0,0,0,5,0,0,0,0,0,0,1,1,1,1,1,1
39,36,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
20,18,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,4,3,0,2,0,0,0,0,0,3,0,0,1,1,1,1,1
41,18,8,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,4,1,2,5,6,5,0,1,0,0,0,0,0,5,0,0,1,1,1,1,1
56,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1
31,16,4,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,50,7,1,0,0,0,0,0,3,0,0,0,0,0,1,0,5,0,0,6,0,6,0,0,0,0,4,0,0,0,0,0,1,1,1,1,1,0
27,20,17,0,2,0,4,0,1,0,0,0,0,0,0,1,0,12,2,6,7,8,8,10,0,0,0,0,0,0,0,8,2,1,1,1,1,0,1
25,23,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
26,18,35,1,1,0,1,0,1,0,0,0,4,2,0,0,0,27,6,17,2,23,14,3,0,6,0,0,0,0,0,3,2,1,1,1,1,1,0
18,18,3,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,3,2,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0
19,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0
39,37,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
36,32,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1
27,14,36,1,3,3,1,0,1,2,0,0,1,0,0,1,0,22,4,24,8,29,27,11,0,4,0,0,0,0,0,7,4,1,1,1,1,1,1
23,23,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
40,39,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
20,19,5,1,0,0,0,0,1,0,0,0,0,3,0,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
25,21,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,4,6,4,2,7,0,0,0,0,0,0,0,7,0,0,1,1,1,0,1
23,18,11,1,1,0,1,0,0,0,0,0,0,0,0,1,0,8,1,7,2,8,8,4,0,3,0,0,0,0,0,4,1,1,1,1,1,1,1
47,24,8,1,2,0,0,0,0,1,0,0,1,0,0,1,0,6,4,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,0
50,49,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,0
23,18,7,0,1,0,2,0,0,1,0,0,0,0,0,1,0,2,1,2,3,3,3,4,0,1,0,0,0,0,0,4,0,0,0,1,1,1,0
58,55,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
29,21,8,1,0,0,2,0,0,0,0,0,1,0,0,0,0,4,3,2,1,5,3,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1
26,20,9,0,1,0,0,0,3,1,0,0,1,0,0,1,0,0,1,2,0,3,3,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1
41,37,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
29,23,9,0,1,0,0,0,2,5,0,0,0,0,0,1,0,4,0,2,5,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
24,18,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,23,23,1,1,0,1,0,0,1,0,0,0,0,0,0,0,9,6,6,2,13,18,1,2,9,2,0,0,0,0,1,0,0,0,1,1,1,1
66,27,4,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,35,4,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,1,3,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27,17,4,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,7,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1
21,13,22,0,1,0,1,0,0,0,0,0,0,3,0,1,0,5,0,10,0,10,6,5,0,3,0,0,0,0,0,5,3,1,1,1,1,1,1
21,18,6,0,2,0,3,0,0,0,0,0,0,0,0,1,0,2,1,1,2,2,6,5,0,1,0,0,0,0,0,5,2,1,1,1,1,1,1
21,18,7,1,2,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,7,5,0,2,0,0,0,0,0,5,2,0,1,1,1,1,0
54,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
21,18,7,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,2,1,1,3,2,4,0,3,0,0,0,0,0,4,2,1,1,1,1,1,0
27,18,12,0,1,0,1,0,0,2,0,0,1,0,0,1,0,2,0,3,2,3,6,2,0,3,0,0,0,0,0,2,0,1,1,1,1,0,0
52,51,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
28,17,14,1,1,3,2,0,1,1,0,0,0,0,0,1,0,2,3,3,3,6,6,5,0,1,0,0,0,0,0,5,2,0,1,1,1,1,1
31,18,13,0,2,0,0,0,0,4,0,0,0,0,0,1,0,2,0,5,3,5,6,3,0,1,0,0,0,0,0,0,2,0,0,1,1,1,1
27,17,30,0,4,1,6,0,2,2,0,0,0,0,0,1,0,13,10,10,10,20,20,10,0,4,0,0,0,0,0,8,2,1,1,1,1,1,1
25,21,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,3,2,0,0,7,1,0,0,0,0,0,0,1,1,1,1,1,0
22,18,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,3,5,1,3,0,3,0,0,0,0,0,3,0,1,1,1,1,0,1
34,20,10,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,5,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
32,24,4,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
29,19,18,0,4,0,1,0,0,0,0,0,0,0,0,0,0,10,4,6,2,10,10,4,0,12,0,0,0,0,0,2,2,0,1,1,1,0,1
30,19,21,1,4,0,1,0,0,0,0,0,0,0,0,0,0,10,4,6,2,10,11,4,0,14,0,0,0,0,0,2,2,0,1,1,1,0,0
23,23,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1
24,23,15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,1,2,3,0,0,0,5,0,0,0,0,0,0,0,1,1,1,1,0
22,19,11,1,1,0,0,0,1,4,0,0,0,0,0,1,0,8,0,5,5,6,7,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1
23,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0
34,16,18,1,3,1,0,0,1,2,0,0,1,0,0,0,0,10,6,3,3,9,16,0,0,8,0,0,0,0,0,0,0,0,1,1,1,1,1
18,17,5,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
24,18,6,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,3,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
24,20,9,0,2,0,0,0,1,2,0,0,1,0,0,0,0,2,1,5,3,6,5,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1
28,18,13,0,3,0,0,0,0,0,0,0,1,0,0,0,0,6,2,6,0,8,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1
20,14,13,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,6,0,6,5,5,0,0,0,0,0,0,0,4,3,1,1,1,1,1,1
53,53,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
26,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0
28,22,5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
30,19,14,0,1,0,0,0,4,4,0,0,0,0,0,1,0,6,1,3,7,4,6,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
31,18,29,0,3,0,2,0,4,2,0,0,3,0,0,1,0,19,2,12,11,14,12,7,0,6,0,0,0,0,0,5,1,1,1,1,1,1,0
22,18,8,0,0,0,1,0,1,2,0,0,0,0,0,1,0,4,0,2,4,2,3,4,0,0,0,0,0,0,0,3,2,0,0,1,1,1,0
29,19,21,0,1,0,0,0,5,2,0,0,0,0,0,0,0,13,2,4,8,6,11,2,0,10,0,0,0,0,0,2,1,0,1,1,1,1,0
44,14,30,1,0,5,3,0,1,0,0,0,2,0,0,1,0,13,5,5,5,10,13,7,1,7,0,0,0,0,0,6,0,0,0,0,0,1,1
23,16,24,1,1,0,1,0,0,0,0,0,0,0,0,1,0,16,3,6,1,9,12,1,0,5,0,0,0,0,0,1,0,1,1,1,1,1,1
25,19,10,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,2,2,3,4,6,6,0,0,0,0,0,0,0,5,3,0,0,1,1,1,1
58,47,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
26,19,17,1,2,0,1,0,0,0,0,0,0,0,0,0,0,10,2,12,7,14,11,7,0,4,0,0,0,0,0,5,0,1,1,1,1,0,0
21,20,5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
49,25,19,0,1,0,6,0,0,0,0,0,0,0,0,1,0,18,4,8,12,12,12,13,0,2,0,0,0,0,0,13,0,0,0,1,1,1,1
21,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
21,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0
46,44,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
38,37,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
18,18,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,3,0,3,3,2,2,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0
30,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0
23,17,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,1,7,11,1,0,5,0,0,0,0,0,1,0,0,0,1,1,1,1
23,17,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,9,1,10,12,1,0,7,0,0,0,0,0,1,0,1,1,1,1,1,0
56,28,49,1,2,0,3,0,2,0,0,0,2,0,0,1,0,32,18,13,7,31,28,11,0,19,0,0,0,0,0,11,5,0,0,1,1,1,1
25,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
18,18,7,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4,2,0,5,2,3,7,0,0,0,0,0,0,0,7,2,1,1,1,1,1,0
27,22,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
29,17,20,0,4,2,0,1,0,1,0,0,0,0,0,0,0,11,2,8,2,10,12,3,0,3,0,0,0,0,0,2,3,0,1,1,1,1,1
35,18,26,1,2,0,2,0,1,1,0,0,0,0,0,1,0,18,2,9,3,12,14,6,4,0,2,0,1,0,1,2,3,0,0,1,1,1,1
39,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1
30,23,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
27,15,32,1,1,0,1,0,1,1,0,0,0,0,0,1,0,23,3,12,2,15,8,2,0,7,0,0,0,0,0,1,1,0,0,0,0,1,0
27,22,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0
43,16,24,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,3,13,1,17,15,0,2,4,0,0,0,0,0,0,0,0,0,1,1,1,1
23,23,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
31,19,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,5,3,1,2,4,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
36,17,8,0,3,0,1,0,0,0,0,0,0,0,0,1,0,3,3,2,0,6,9,1,1,4,0,0,0,0,0,1,0,0,0,1,1,0,0
45,43,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
24,20,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,3,2,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0
27,18,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,5,4,1,9,10,4,0,5,0,0,0,0,0,3,3,1,1,1,1,1,1
27,23,14,1,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,1,4,4,4,4,0,1,3,0,0,0,0,4,0,0,1,1,1,0,1
26,20,16,1,1,0,2,0,0,0,0,0,0,0,0,1,0,11,7,1,1,8,6,3,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0
28,20,16,0,1,0,2,0,0,0,0,0,0,0,0,1,0,13,3,3,6,6,5,12,0,1,0,0,0,0,0,9,5,0,0,0,0,1,0
27,22,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,2,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0
49,23,7,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,5,1,6,6,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1
29,29,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
40,18,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,12,21,0,0,8,3,0,0,0,0,0,0,0,0,1,1,1,0
46,30,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,1,2,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
55,47,6,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,3,2,3,4,4,0,0,1,0,0,0,0,4,0,0,1,1,1,1,1
54,23,20,1,2,0,1,0,2,0,0,0,0,0,0,0,0,4,7,4,5,11,15,8,0,6,0,0,0,0,0,8,5,0,0,0,1,1,0
34,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
42,22,18,1,1,0,3,0,0,0,0,0,0,0,0,0,0,4,5,2,3,7,9,4,0,10,0,0,0,0,0,4,1,0,1,1,1,1,1
43,22,22,1,1,0,3,0,0,1,0,0,0,0,0,1,0,14,11,4,3,15,12,4,0,10,0,0,0,0,0,4,1,1,1,1,1,1,0
23,17,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,7,0,7,6,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1
28,23,11,0,1,0,0,0,1,3,0,0,0,0,0,1,0,5,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
29,18,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0
31,20,9,1,2,0,0,0,0,1,0,0,0,0,0,1,0,5,0,6,1,6,7,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
29,26,8,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,1,3,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1
42,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1
30,18,10,1,2,0,2,0,0,0,0,0,0,1,0,0,0,7,3,5,6,8,2,6,0,0,0,0,0,0,0,6,0,1,1,1,1,0,1
20,19,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,2,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1
21,19,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,3,3,0,0,0,0,0,0,0,3,0,1,1,1,1,0,1
50,32,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
47,27,5,0,3,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,0,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
52,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,4,1,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1
29,28,9,1,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
25,18,10,0,2,0,2,0,0,1,0,0,0,0,0,0,0,6,3,1,3,4,6,2,0,4,0,0,0,0,0,2,0,0,1,1,1,1,0
18,18,6,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1
34,18,6,1,1,0,1,0,0,2,0,0,0,0,0,1,0,3,1,1,1,2,4,2,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0
19,18,21,1,1,0,0,0,3,1,0,0,0,2,0,1,1,19,1,14,5,15,13,1,0,2,0,1,0,0,0,0,1,1,1,1,1,1,1
26,16,26,0,2,2,1,0,0,0,0,0,0,0,0,0,0,15,8,9,3,17,15,6,0,3,1,0,0,0,0,6,3,0,0,1,1,1,0
20,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
26,20,12,1,2,0,4,0,2,2,0,0,0,1,0,0,0,9,3,1,8,4,5,5,0,1,0,0,0,0,0,5,1,1,1,1,1,1,0
21,19,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0
55,27,32,1,3,0,3,0,0,0,0,0,0,0,0,0,0,18,16,8,4,24,21,4,0,13,0,0,0,0,0,4,0,0,0,1,1,1,0
23,17,10,0,0,0,0,0,1,2,0,0,0,0,0,1,0,6,0,5,3,5,10,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0
22,19,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
42,23,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
33,16,38,1,0,2,1,0,0,0,0,0,0,0,0,0,0,32,5,20,1,26,28,3,1,16,0,0,0,0,0,2,2,0,0,1,1,1,0
27,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1
19,18,3,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1
24,18,9,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,2,1,2,4,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0
31,19,4,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
23,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1
35,35,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
21,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1,0,3,0,0,0,0,0,0,1,1,1,1,1,1,1
