destination,passanger,weather,temperature,time,map,coupon,expiration,gender,age,maritalStatus,Childrennumber,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Home,Alone,Sunny,55,6PM,BCA2,Bar,2h,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,1,0,1,0,0
Home,Alone,Sunny,80,6PM,BAC2,Coffee House,1d,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,1,0,0,1,0
Home,Alone,Snowy,30,6PM,BCA2,Coffee House,1d,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,1,0,1,0,0
Home,Partner,Sunny,55,10PM,BAC1,Bar,1d,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,0,0,0,1,0
Home,Alone,Sunny,80,10PM,BAC1,Carry out & Take away,1d,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,1d,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Bar,1d,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA2,Coffee House,1d,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,1,0,1,0,1
Work,Alone,Sunny,30,7AM,BAC1,Bar,1d,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,BAC1,Bar,1d,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,CBA2,Restaurant(<20),2h,Female,31,Married partner,0,Some college; no degree,Arts Design Entertainment Sports & Media,$100000 or More,NA,less1,less1,gt8,4~8,1~3,1,1,1,0,1,0
No Urgent Place,Kid(s),Rainy,55,10AM,NAC1,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Kid(s),Rainy,55,6PM,NAC2,Carry out & Take away,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,6PM,NAC1,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(20-50),2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10PM,NAC1,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,10PM,NAC1,Restaurant(20-50),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Rainy,55,6PM,NAC1,Restaurant(<20),2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,NAC1,Coffee House,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,BCA1,Coffee House,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,BCA2,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,0,1,0,1
Home,Kid(s),Sunny,55,6PM,CBA1,Restaurant(20-50),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,1,0,1,1
Home,Alone,Sunny,55,6PM,BCA2,Bar,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,0,1,0,0
Home,Kid(s),Snowy,30,10PM,BAC2,Restaurant(20-50),2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BAC2,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,0,0,1,0
Home,Alone,Snowy,30,6PM,BCA2,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,0,1,0,1
Home,Alone,Sunny,80,10PM,BAC1,Carry out & Take away,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Bar,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA2,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,0,1,0,1
Work,Alone,Sunny,30,7AM,BAC1,Bar,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,BAC1,Bar,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,CBA2,Restaurant(<20),2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,NA,never,1~3,1~3,1~3,less1,1,1,1,0,1,1
No Urgent Place,Alone,Sunny,55,6PM,NAC1,Coffee House,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10PM,NAC1,Coffee House,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,10PM,NAC1,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Rainy,55,6PM,NAC1,Restaurant(<20),2h,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,NAC2,Restaurant(<20),2h,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,0,0,1,1
No Urgent Place,Partner,Rainy,55,10PM,NAC1,Restaurant(20-50),2h,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,0
No Urgent Place,Partner,Rainy,55,10PM,NAC1,Carry out & Take away,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,0
No Urgent Place,Partner,Snowy,30,2PM,NAC2,Bar,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BCA1,Coffee House,2h,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,1,0,1
Home,Partner,Rainy,55,10PM,BAC2,Bar,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,BCA2,Coffee House,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,0,1,0,0
Home,Alone,Sunny,55,6PM,BCA2,Bar,2h,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,0,1,0,0
Home,Alone,Sunny,80,6PM,BAC2,Coffee House,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,0,0,1,0
Home,Alone,Snowy,30,6PM,BCA2,Coffee House,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,0,1,0,0
Home,Partner,Sunny,55,10PM,BAC1,Bar,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,0
Home,Alone,Sunny,80,10PM,BAC1,Carry out & Take away,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Bar,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA2,Coffee House,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,0,1,0,0
Work,Alone,Sunny,30,7AM,BAC1,Bar,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,BAC1,Bar,1d,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,CBA2,Restaurant(<20),2h,Male,26,Unmarried partner,0,Some college; no degree,Unemployed,$12500 - $24999,NA,never,less1,1~3,4~8,less1,1,1,1,0,1,1
No Urgent Place,Kid(s),Rainy,55,10AM,NAC1,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,0,1,1
No Urgent Place,Kid(s),Rainy,55,6PM,NAC2,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,6PM,NAC1,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(20-50),2h,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10PM,NAC1,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,10PM,NAC1,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Rainy,55,6PM,NAC1,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,NAC1,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,BCA1,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,BCA2,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,0,1,0,1
Home,Kid(s),Sunny,55,6PM,CBA1,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,1,0,1,1
Home,Alone,Sunny,55,6PM,BCA2,Bar,2h,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,0,1,0,0
Home,Kid(s),Snowy,30,10PM,BAC2,Restaurant(20-50),2h,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BAC2,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,0,0,1,1
Home,Alone,Snowy,30,6PM,BCA2,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,0,1,0,1
Home,Alone,Sunny,80,10PM,BAC1,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA2,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,0,1,0,1
Work,Alone,Sunny,30,7AM,BAC1,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,BAC1,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,CBA2,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,less1,less1,1~3,less1,1,1,1,0,1,0
No Urgent Place,Kid(s),Rainy,55,10AM,NAC1,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,0,1,1
No Urgent Place,Kid(s),Rainy,55,6PM,NAC2,Carry out & Take away,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,6PM,NAC1,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(20-50),2h,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,NAC1,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,0,1,0
No Urgent Place,Alone,Sunny,55,10PM,NAC1,Restaurant(20-50),1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,0,1,1
No Urgent Place,Friend(s),Rainy,55,6PM,NAC1,Restaurant(<20),2h,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,NAC1,Coffee House,2h,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,BCA1,Coffee House,2h,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,BCA2,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,0,1,0,0
Home,Kid(s),Sunny,55,6PM,CBA1,Restaurant(20-50),1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,1,0,1,1
Home,Alone,Sunny,55,6PM,BCA2,Bar,2h,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,0,1,0,0
Home,Kid(s),Snowy,30,10PM,BAC2,Restaurant(20-50),2h,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BAC2,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,0,0,1,0
Home,Alone,Snowy,30,6PM,BCA2,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,0,1,0,0
Home,Alone,Sunny,80,10PM,BAC1,Carry out & Take away,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Bar,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,BCA2,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,0,1,0,1
Work,Alone,Sunny,30,7AM,BAC1,Bar,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,0,1,1
Work,Alone,Rainy,55,7AM,BAC1,Bar,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,CBA2,Restaurant(<20),2h,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,NA,never,never,less1,less1,never,1,1,1,0,1,1
No Urgent Place,Alone,Sunny,80,10AM,NAC1,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,6PM,NAC1,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,NAC1,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,0,0,0,1,1
No Urgent Place,Friend(s),Rainy,55,10AM,NAC2,Carry out & Take away,2h,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,10PM,NAC1,Restaurant(20-50),1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,0,0,0,1,0
No Urgent Place,Friend(s),Rainy,55,6PM,NAC1,Restaurant(<20),2h,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,BCA1,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,BCA2,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,0,1,0,1
Home,Alone,Sunny,55,6PM,BCA2,Bar,2h,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,0,1,0,0
Home,Alone,Sunny,55,6PM,BAC2,Restaurant(<20),1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,BAC2,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,0,0,1,1
Home,Alone,Snowy,30,6PM,BCA2,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,0,1,0,0
Home,Alone,Sunny,80,10PM,BAC1,Carry out & Take away,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,CBA1,Bar,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA2,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,0,1,0,1
Work,Alone,Sunny,30,7AM,BAC1,Bar,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,0,0,0,1,0
Work,Alone,Sunny,30,7AM,CBA2,Restaurant(<20),1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,1,0,1,0
Work,Alone,Snowy,30,7AM,CBA1,Carry out & Take away,1d,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,1,0,1,0
Work,Alone,Snowy,30,7AM,CBA2,Restaurant(<20),2h,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BCA1,Restaurant(<20),2h,Female,50plus,Single,0,Graduate degree (Masters Doctorate etc.),Unemployed,$12500 - $24999,NA,never,4~8,1~3,1~3,never,1,0,0,1,0,0
No Urgent Place,Alone,Sunny,55,6PM,NAC1,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,NAC1,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,10PM,NAC1,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Rainy,55,6PM,NAC1,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,NAC2,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Partner,Rainy,55,10PM,NAC1,Restaurant(20-50),2h,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Partner,Rainy,55,10PM,NAC1,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Partner,Snowy,30,2PM,NAC2,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BCA1,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,0,0,1,0,1
Home,Partner,Rainy,55,10PM,BAC2,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,BCA2,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,1,0,1,0,1
Home,Alone,Sunny,55,6PM,BCA2,Bar,2h,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,1,0,1,0,1
Home,Alone,Sunny,80,6PM,BAC2,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,1,0,0,1,1
Home,Alone,Snowy,30,6PM,BCA2,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,NA,1~3,4~8,4~8,1~3,1~3,1,1,0,1,0,1
